text,sentiment_real,sentiment_previsto
@virginamerica come back #phl already. need take us horrible cold. #pleasecomeback http://t.co/glxfwp6nqh,positive,negative
@southwestair conference number. spoke courtney texas david that. finally fixed mine hour,negative,positive
@americanair tweet call! like bad boyfriend!,negative,negative
"awesome! rt @virginamerica: watch nominated films 35,000 feet. #meetthefleet #oscars http://t.co/dnstitrzwy",positive,neutral
@americanair flight tomorrow slc dfw aa304 cancelled flighted. help get there?,negative,negative
@southwestair easiest airline deal with.. loveeee much,positive,negative
"@americanair thanks. said, denied miles expired one week ago last drop me; plan avoid aa possible.",negative,negative
@jetblue flights charleston tomorrow on-time possibility delays/cancelled flightlations?,neutral,negative
@usairways needs hire people http://t.co/3lpvfhky2f,negative,negative
@united realize bag/ contents wet got hotel. sent suit/shirts dry cleaned. mtgs start tomorrow.,negative,negative
"@united airlines claims low fare guarantee, honor lower fare found.",negative,negative
@jetblue @cflanagian something,neutral,negative
@virginamerica can’t access website safari iphone 6. seems work mac ipad. need iphone add passbook.,negative,neutral
@americanair even went ticket counter got help,negative,negative
@jetblue *cough* #awkward!,negative,negative
@jetblue still best,positive,negative
"@united website allow post required document, keep getting **were technical difficulties**",negative,negative
"@jetblue sign trueblue, twice? happens everyone around",negative,negative
@southwestair hold 30 minutes &amp; one knows win tickets still handing out? #destinationdragons,negative,negative
@united omg!!! bumped last flight. get worse.,negative,negative
@americanair reason 1463 flight chicago boarding still seat assignment? seriously?,negative,negative
"@usairways instead fair treatment, got nasty letter lady senior management illness forfeits miles like death.",negative,negative
@united know bad praying connecting flight delayed hour delay first flight #justgetmehome,negative,negative
@southwestair absolutely required? flights going 100% cancelled flighted?,neutral,negative
@united thanks,positive,positive
@southwestair get companion pass?,neutral,neutral
"@usairways found tix#, security code working. tried dozen times.",negative,negative
@americanair boom. http://t.co/pzgc6jch7n,neutral,neutral
@usairways nice try. apply philly.,neutral,negative
@americanair #worstcustservice contingency plans extra workers bad weather. 4+ hours hold #ridiculous,negative,negative
"@americanair. flight changed us airways you, can't get two seats together. help?",neutral,negative
@americanair another generic response guys? cmon. terrible. actual helpful person? rude employees lax,negative,negative
@americanair lets hope stays way.big thanks ground/outside crews across us last month. great fb post yesterday.,positive,negative
@jetblue thanks info... figured case. hopefully new hashtag change ;) #abcletjetbluestreamfeed,positive,neutral
@americanair customer service (if call that) refunded money,negative,negative
@usairways discovered flight cancelled flightled yesterday 3:30pm - @americanairlnes finally notified us flight cancelled flighted 0316,negative,negative
@united except delayed flight anyway.,negative,negative
@southwestair @love_dragonss lauren im screaming,positive,positive
@usairways horrible travel day w/ airlines. 2:20 flight birmingham cancelled flightled w/ notification get 4:05,negative,negative
"@united frequent user. congrats u lost bags 20 years. problem, today staff rude!😢 still bag!",negative,negative
@united can't tell/purchase website put us lufthansa flight first leg.,negative,negative
@southwestair i'm going start charging consistent body pat downs. starting feel like piece meat. #punishedforflying,negative,negative
@usairways worries able read @stephenrodrick entire book holding. #themagicalstranger,neutral,negative
@southwestair bag late flight-checked put different flight oak-&gt;msy. troubles tracking down. help?,neutral,negative
@united averaging 200 minute wait times tonight what? i've gotten help tonight.,negative,negative
@usairways got rebooked. sent a9. wrong gate! traveled back b13 correct flight. #tired&amp;frustrated,negative,negative
@united read full story submit case team pilot flight 6232 sleeping dia,negative,negative
sir. rt @jetblue: fleet's fleek. http://t.co/f5ixyw8xyb,negative,neutral
@southwestair @fortunemagazine well deserved!,positive,positive
@southwestair snow forecasted raleigh nc tomorrow night. need know there's plan reschedule flights rdu wednesday night,neutral,negative
@southwestair lga san diego,neutral,negative
@jetblue booked tomorrow. $250 higher. 1st reservation pgfryz. get standby list 4 tonight would help.,negative,negative
@usairways use skyscanner travel agency called u . said call travel agency,negative,negative
. @southwestair condescension must quality co rewards. tone reeks,negative,neutral
@southwestair still there? posted downtown waiting y'all. way!,neutral,negative
@virginamerica use next airline commercial lol :: http://t.co/pxexilsjbs,neutral,neutral
@usairways worst trip ever! wish pilot would've let plane 12pm 1st delay. 1030pm still sitting runway.,negative,negative
@jetblue good perspective. safety concern expressed point arrived airport. #communicationiskey,negative,negative
@southwestair sure flights cancelled flighted 1200 trying make plans stl,neutral,negative
@jetblue spent hour morning hold w/ customer support. want confirmed flight taken care,negative,negative
@usairways dm take offline. would love info location lost bags. help appreciated.,negative,negative
@jetblue sent plane? anyone jetblue clue?,negative,negative
@usairways @usair idiots took plane &amp; gave someone else. fudgers!!!! flight 799 philly orlando,negative,negative
@southwestair wifi stays connected lifetime higgs boson,negative,neutral
"@usairways nope, done. supposed get home 9pm get home midnight. #neveragain",negative,negative
@usairways possible call back service? automated message telling us call back late flightr unhelpful.,negative,negative
no. rt @jetblue fleet's fleek.,neutral,neutral
@usairways fuck,negative,negative
"@usairways @americanair us airways since 03, back forth gatwick - charlotte, lhr. bit sad nostalgic way.",neutral,negative
"@southwestair thanks, guys best",positive,positive
@americanair need flight tonight. anything else?,negative,negative
@usairways happening reagan airport dca? long lines four people working checkin! #unhappy #dca,negative,negative
@americanair @united deplaned o'hare gate k13. send customer service rep discuss situation? god knows...,negative,negative
@united problem follow back can! thank you!,positive,positive
"@jetblue thx pointer, im good big monitor. advice pick come western conf (nba)?",neutral,positive
@jetblue travel bank credit go? can't call right now.,negative,negative
@americanair please tell dfw weather advisory rdu not? entire state nc shut ice &amp; snow!,neutral,negative
@southwestair yes! #destinationdragons san diego?!?,neutral,neutral
@usairways trying book award travel leaving red-eye sunday night midnight. book date sunday monday?,neutral,neutral
@americanair respond dm. tweeted canned tweet telling everyone else.,negative,negative
@jetblue airways short interest 3.5% january (jblu) - sleekmoney http://t.co/znsujp86bv,neutral,neutral
@united sponsor oscars? wonder half hour delayed. #oscars,negative,negative
@virginamerica morning. question regarding elevate points &amp; flights dm you?,neutral,neutral
@united 1k problem getting fll iah sent dm making connection please let know,negative,negative
"@usairways - get answer question? holding hours , 6x getting message said taking calls.",negative,negative
"@usairways can't control weather control systems, processes, people attitudes. #anotherfail",negative,negative
@united's first-class #cockup http://t.co/oh7cfv7dhr,negative,neutral
@usairways 3 delays 2 cancelled flightlations double layover 72 hours late flightr....could least get extra dividend miles?,negative,negative
"@united customer service: 16hr delay coupon redeemed website $200 higher prices expedia, call wait time 55mins",negative,negative
